steps,return
0,41.44445986301286
1,83.35676710719379
2,42.82532735779251
3,94.80552834190122
4,36.362014498872725
5,36.13069929401898
6,49.17209162055105
7,59.398730852089024
8,82.29130681407622
9,43.36606100285075
10,54.518193380292786
11,33.685222387630276
12,29.27850260542687
13,63.42230579151846
14,54.181140824505626
15,68.3136659921131
16,55.33406267355913
17,92.20078579605108
18,82.91908382157072
19,43.04044352947369
20,68.86850724989554
21,42.1011495256449
22,82.41003331255325
23,55.78019261930082
24,72.71305039189572
25,36.15389212842152
26,60.41995920536955
27,75.56200180763487
28,59.16843637016384
29,92.47468959035683
30,47.61160870100157
31,37.40613261017309
32,49.40966720592506
33,57.60886175338624
34,39.56564369925518
35,60.517848958084556
36,82.01992989870251
37,45.48287250973506
38,61.55227975786182
39,14.929078411023708
40,33.291659679802684
41,28.18983878805355
42,101.84118724620984
43,43.30924513481402
44,93.43402299661186
45,86.96973210877218
46,34.56285321445004
47,14.933977485399126
48,56.020160496865664
49,74.74533363851216
50,59.347234074496484
51,78.66066326675748
52,61.37332400907495
53,80.41815124715679
54,53.33896624170704
55,76.32059272307224
56,41.61415662141902
57,101.39996025197281
58,76.57703334166327
59,46.23412623049251
60,79.85078261094026
61,55.79939668194373
62,69.36550693715769
63,83.02689143332007
64,64.47047608823888
65,100.41293811235134
66,72.44670929250074
67,45.214772021889246
68,48.05768838596649
69,60.88810644452624
70,80.27088568587689
71,87.62468600843619
72,88.49807879951096
73,84.81477412443174
74,82.76656052304992
75,46.14400978778992
76,96.84192486953832
77,53.39427505787794
78,100.26557445682074
79,77.31519625912154
80,53.66489596613644
81,79.27275219635554
82,38.4699976743422
83,39.54018247358568
84,68.47232711863126
85,71.35740572408955
86,95.91784694279369
87,50.097850734440925
88,62.14148658456834
89,99.28570432459021
90,75.20874788274085
91,47.84407582977501
92,49.274375619157105
93,41.81829168760707
94,42.58259319111765
95,44.40460453359568
96,60.70961476044934
97,30.108864229782217
98,35.98599618270099
99,22.26499284945193
100,48.47597586580398
101,97.62887218182313
102,44.26697151293897
103,39.80453880509303
104,68.55793630263045
105,43.79707656576589
106,50.501109414248624
107,46.79046028637328
108,21.320108972050956
109,40.85069201745206
110,31.730339828436666
111,47.15153849338799
112,50.87822699486422
113,52.87312420400788
114,73.7298078559321
115,47.119027620197194
116,80.35383235603669
117,39.27481270585029
118,79.98777196885081
119,80.79821973551682
120,73.32331691346207
121,39.08740965198524
122,39.63608185627885
123,43.75328640599951
124,43.772228571768665
125,67.63256061326246
126,52.75284573485778
127,87.77364037154248
128,73.42353928626129
129,89.91627045708543
130,45.52004589950829
131,63.64372192311022
132,48.49924995184767
133,41.018931750039684
134,93.94379978850722
135,86.62470639415585
136,79.01522301553527
137,31.243559661399335
138,65.9290294562388
139,61.237647747111595
140,41.30850515883362
141,46.126061647259306
142,42.77929108496261
143,44.10657774158404
144,64.69206731564336
145,45.45466743314851
146,55.27360228071907
147,78.04518225631844
148,35.77530229914826
149,96.43689427340678
150,52.93995976591057
